666504091797239012,05/28,160,VISA,6088147512137494
144866500708794335,05/27,634,VISA,6088147512137495
881282469496037426,05/26,757,VISA,9598122179434912
124486898209508890,05/26,884,MASTERCARD,3511001615564957
334954822337979515,05/28,139,VISA,6050806894469287
793211220558242212,05/27,340,MASTERCARD,4482223634671189
896594822515029994,05/28,589,MASTERCARD,5179618289899003
345138401220218365,05/27,835,VISA,1788896695059341
396421042915371504,05/26,937,VISA,4937237208177098
724451870073238092,05/26,786,VISA,2323973088221665
753948925586867291,05/28,526,MASTERCARD,6590950787223374
773875884612095100,05/27,937,MASTERCARD,2413946330660026
760631772471075583,05/28,802,VISA,2413946330660027
688518583111143087,05/27,167,MASTERCARD,2413946330660028
643818196632627025,05/26,729,MASTERCARD,2413946330660029
778367370602187354,05/26,413,MASTERCARD,2413946330660030
371235901378686171,05/28,516,VISA,2413946330660031
785256963554111865,05/27,506,VISA,2413946330660032
467482225174363149,05/28,940,VISA,2413946330660033
667547565764126988,05/27,222,MASTERCARD,9247286853815984
080638076515040635,05/26,883,VISA,8492567519306893
836035496306818792,05/26,307,MASTERCARD,1336244094606396
004977280972713332,05/28,327,MASTERCARD,7376483526734812
365009474947953759,05/27,661,MASTERCARD,5433848959569224
653384101231426802,05/28,983,VISA,4564645781623746
022008988106780145,05/27,986,VISA,2687267404364004
859483865436691264,05/26,955,VISA,7590054452987475
361972812350748655,05/26,757,MASTERCARD,5985758887720937
738673339518953790,05/28,229,MASTERCARD,2180481054313594
854951923284239462,05/27,558,VISA,8709546826548672
970570603547332432,05/28,272,MASTERCARD,5038539383576185
639127149337719948,05/27,874,MASTERCARD,9889659642960664
113374789370476240,05/26,466,MASTERCARD,6630544855965281
268241899794370404,05/26,110,VISA,2808372607301793
071533774871431943,05/28,130,VISA,6021156554056645
847808335129427038,05/27,640,VISA,9773586439718296
471191229693821454,05/28,846,VISA,7221952202209863
890235369675219913,05/27,355,MASTERCARD,4908333707326014
648418696746970335,05/26,279,VISA,3922005702202568
756498693498050313,05/26,807,VISA,8948423720493062
715236934040834088,05/28,356,VISA,7426332984651192
051146625461115007,05/27,318,MASTERCARD,7426332984651193
149979118811553577,05/28,524,VISA,7426332984651194
331343316633230820,05/27,758,MASTERCARD,7426332984651195
960695697523217420,05/26,957,MASTERCARD,7426332984651196
022653004307652387,05/26,969,VISA,7426332984651197
393582574670077931,05/28,377,VISA,7426332984651198
070357949347999853,05/27,684,VISA,7426332984651199
412779054254487861,05/28,448,MASTERCARD,7426332984651200
549678534315368774,05/27,831,MASTERCARD,7426332984651201
323301658044790882,05/26,539,VISA,6956914839530677
762245849011060039,05/26,381,VISA,8129474461531489
549558233633882725,05/28,875,MASTERCARD,2675671777055333
579133366797680937,05/27,489,VISA,9916372046300976
561236903194322582,05/28,230,VISA,7346300078690656
160720288828596515,05/27,156,VISA,1838269034805136
645712737039052575,05/26,281,MASTERCARD,6302782163881142
075903303436351127,05/26,178,VISA,3743424329522506
739611875612763635,05/28,418,MASTERCARD,2952825118713213
406156297376273872,05/27,569,MASTERCARD,5759984369332621
738270952784403411,05/28,273,VISA,5720871558256838
334378584495742437,05/27,613,VISA,7388723295745327
786133967273069912,05/26,210,VISA,5183801105458778
526234565660886967,05/26,343,MASTERCARD,6443008197350698
512789104944783974,05/28,476,MASTERCARD,1919349636707393
973875589886847373,05/27,178,VISA,7632895509672005
456867097885509483,05/28,535,MASTERCARD,7632895509672006
519870999268528985,05/27,183,MASTERCARD,7927559467036897
122465387248972739,05/26,128,MASTERCARD,3627086615220953
373010742408415622,05/26,408,VISA,7387304430346826
448994966199119343,05/28,757,VISA,3304475391041528
776449022473403555,05/27,248,VISA,3629891718883215
454035816054361035,05/28,952,MASTERCARD,5453765648117725
793768820656459925,05/27,486,VISA,1758231662887409
864892300727951434,05/26,746,MASTERCARD,6018035300808327
943802860012469385,05/26,440,MASTERCARD,2709618977782277
093870930523530150,05/28,709,MASTERCARD,2709618977782278
179744361119517887,05/27,413,VISA,2709618977782279
125245560430948211,05/28,601,VISA,2709618977782280
533501948830557269,05/27,264,VISA,2709618977782281
014160466548859938,05/26,784,MASTERCARD,2709618977782282
907412006350407534,05/26,454,MASTERCARD,2709618977782283
298654613547931457,05/28,346,VISA,2709618977782284
901627801108411715,05/27,740,MASTERCARD,2709618977782285
248643397202858165,05/28,771,MASTERCARD,2709618977782286
740368297759611155,05/27,497,MASTERCARD,2709618977782287
638774934373055546,05/26,478,VISA,2709618977782288
194699293502853102,05/26,406,VISA,2709618977782289
629004175505300001,05/28,159,VISA,1108753594671865
726264466817010875,05/27,461,VISA,8276580918436932
879045629927294392,05/28,291,MASTERCARD,3367435922405090
805342641622683070,05/27,488,VISA,3367435922405091
065048695474486814,05/26,277,VISA,3367435922405092
035809369194482532,05/26,743,VISA,4212666457827994
406190640706149417,05/28,481,MASTERCARD,8520132808179431
037539267709743843,05/27,232,VISA,2786908819810336
434977417974016332,05/28,272,MASTERCARD,2647892129277451
291324935063526911,05/27,165,MASTERCARD,5464055595290512
615095791054627914,05/26,166,VISA,8741336455950207
645316293499375923,05/26,653,VISA,1835252447695302
531814867396477678,05/28,383,VISA,8760343172464564
515917344129050510,05/27,832,MASTERCARD,4145415037088993
784830585441888551,05/28,637,MASTERCARD,6266604823898694
316019294318766437,05/27,938,VISA,6266604823898695
373194881106356679,05/26,810,VISA,6266604823898696
656239707350725732,05/26,484,MASTERCARD,6266604823898697
152904022953761439,05/28,789,VISA,6266604823898698
908295101693812411,05/27,341,VISA,6266604823898699
264961281449990020,05/28,983,VISA,6266604823898700
546681220493499827,05/27,493,MASTERCARD,6266604823898701
361034789041814914,05/26,143,VISA,6266604823898702
670327873229788645,05/26,718,MASTERCARD,6266604823898703
416808755306527288,05/28,701,MASTERCARD,2643281270299726
916357923894564924,05/27,415,VISA,6478616970522224
056572147063805899,05/28,833,VISA,2783561202895511
861374981407831943,05/27,190,VISA,3966401922273152
847057429856519827,05/26,440,MASTERCARD,1703806762510472
503060197287552451,05/26,406,MASTERCARD,1925416132401696
111204314308018045,05/28,934,VISA,5925320575380498
127004905998468736,05/27,745,MASTERCARD,6014384493342551
054111815060526992,05/28,962,MASTERCARD,2560201483618006
426202409202558582,05/27,794,MASTERCARD,2566678882036604
185937936477997369,05/26,115,VISA,6452140865396758
536024499020791272,05/26,670,VISA,8141048357560356
410264179988818983,05/28,712,VISA,5055972247368398
084843649228915496,05/27,377,MASTERCARD,7987533741875753
981134383221022814,05/28,938,VISA,4909071646713852
403301135513435773,05/27,442,MASTERCARD,1079519633790033
815044677181983185,05/26,746,MASTERCARD,2858585662627046
296943934488103704,05/26,822,MASTERCARD,2858585662627047
978135368507098451,05/28,170,VISA,2858585662627048
727541833588232999,05/27,327,VISA,2858585662627049
396325717409578054,05/28,366,VISA,2858585662627050
001921827696777971,05/27,893,MASTERCARD,2858585662627051
271944583560444524,05/26,812,MASTERCARD,9296327994485912
937686449436220361,05/26,416,VISA,2751333284419363
880049943072663993,05/28,109,MASTERCARD,3355954335378097
894631574157990127,05/27,494,MASTERCARD,4062911192036385
500277644126148954,05/28,541,MASTERCARD,8790768752676844
254653125182523532,05/27,754,VISA,7344385887764925
946879779710628907,05/26,670,VISA,8502644732899858
830279435049767068,05/26,412,VISA,4289635196768428
640905102603939612,05/28,337,VISA,9790730242928816
855349219140463332,05/27,573,MASTERCARD,8475435024650579
019256506867210158,05/28,164,VISA,8936097297656906
251191170094523251,05/27,657,VISA,8873232872390836
274558979468796799,05/26,755,VISA,5552821009556817
724238231950420925,05/26,484,MASTERCARD,9484676499046034
273120230054427318,05/28,982,VISA,6462351832449235
006098018480573348,05/27,138,MASTERCARD,6625688406691121
374317431157649551,05/28,773,MASTERCARD,6625688406691122
947145850210748782,05/27,427,VISA,6625688406691123
212467599665107985,05/26,836,VISA,6625688406691124
650565873985551773,05/26,970,VISA,6625688406691125
434978478345837580,05/28,542,MASTERCARD,6625688406691126
640156087335251536,05/27,847,MASTERCARD,6625688406691127
248974808187708459,05/28,485,VISA,6625688406691128
361481354076779903,05/27,158,VISA,6625688406691129
035428875150028582,05/26,895,MASTERCARD,6625688406691130
973335866895042171,05/26,563,VISA,6625688406691131
390755695170509473,05/28,300,VISA,6625688406691132
279082485475760177,05/27,112,VISA,2716407862618292
912557821272244714,05/28,179,MASTERCARD,7645173026450054
846432870222986296,05/27,350,VISA,9373860181831106
474612307012497544,05/26,158,MASTERCARD,5865616040254244
102788385832700844,05/26,139,MASTERCARD,5720149105980867
162734701553996610,05/28,695,VISA,9206826450286342
043924617246604224,05/27,835,VISA,9158948868584254
345789074355618499,05/28,214,VISA,4222538255670112
507219021456580650,05/27,613,MASTERCARD,5360610759484752
557787937629431646,05/26,315,MASTERCARD,7894631028925362
321313914142405505,05/26,762,VISA,2572753606581017
579168069233778435,05/28,996,MASTERCARD,2572753606581018
028467498937654567,05/27,749,MASTERCARD,2572753606581019
138972913230501138,05/28,503,MASTERCARD,2572753606581020
822248638900647682,05/27,603,VISA,2572753606581021
106908579047003110,05/26,534,VISA,2572753606581022
358470755799776030,05/26,485,VISA,2572753606581023
299128848474378989,05/28,370,MASTERCARD,2572753606581024
366222679084876436,05/27,903,VISA,8958261708876177
177113527235105571,05/28,509,MASTERCARD,2301059042516714
293835967384448967,05/27,172,MASTERCARD,4711127656252586
472608292015254442,05/26,779,MASTERCARD,1344272975013633
006608880172114565,05/26,185,VISA,1344272975013634
952082343169754698,05/28,787,VISA,1344272975013635
462952619784296096,05/27,512,VISA,1344272975013636
181134974733752717,05/28,755,MASTERCARD,1344272975013637
468595204721800849,05/27,302,MASTERCARD,1344272975013638
895480998995548305,05/26,932,VISA,1344272975013639
517337802475350448,05/26,634,MASTERCARD,1344272975013640
332794158710117748,05/28,756,MASTERCARD,1344272975013641
627745891729567364,05/27,683,MASTERCARD,1344272975013642
745918884290740463,05/28,460,VISA,1344272975013643
657842831553416523,05/27,735,VISA,1344272975013644
877173824477767643,05/26,399,VISA,1344272975013645
167722507435733518,05/26,845,VISA,1344272975013646
364327383509102251,05/28,183,MASTERCARD,3747911438457164
989095186299739955,05/27,274,VISA,3211832672978005
736121448579871644,05/28,922,VISA,5329814960840697
101404372225928743,05/27,432,VISA,4412747418190753
887695920736420597,05/26,458,MASTERCARD,3271314285539853
895287691630536232,05/26,370,VISA,6877633539889858
470293154457488456,05/28,117,MASTERCARD,2198914998745762
510702149369396900,05/27,799,MASTERCARD,8097667181646847
647272330142962437,05/28,766,VISA,5683957087264418
816133370991407375,05/27,738,VISA,7178350328729622
412432203731456917,05/26,953,VISA,4942273639033422
481073859951924151,05/26,106,MASTERCARD,2618707715642794
901678047743283209,05/28,662,MASTERCARD,5705504266309076
263756921957323761,05/27,143,VISA,3436416672341098
125311838503204681,05/28,125,VISA,3120407448584118
216165449749725485,05/27,355,MASTERCARD,1740518665159287
116135755874697998,05/26,596,VISA,1221319991818977
934414349459238907,05/26,618,VISA,7680358778847321
909997019763439993,05/28,537,VISA,3597349226071146
817777721181373432,05/27,878,MASTERCARD,2308263350949877
046658325268199727,05/28,528,VISA,3603603287439481
566782208773554579,05/27,705,MASTERCARD,1344061329264988
757867083121735562,05/26,487,MASTERCARD,6735598076122029
665196099456105321,05/26,594,VISA,3292387401043296
438656768661762807,05/28,900,VISA,4001889401594521
850458016242706652,05/27,244,VISA,2469547172291362
479312071272960955,05/28,923,MASTERCARD,3017607266163891
737298505140816892,05/27,243,MASTERCARD,7736011404946492
540392722304220333,05/26,552,VISA,2786172787630499
979113772861159130,05/26,386,MASTERCARD,9154902905097576
491629576956992625,05/28,283,MASTERCARD,6307688520201271
442326943658826905,05/27,243,MASTERCARD,5124657053171964
155699858496794146,05/28,834,VISA,4450223631124446
325501904289762750,05/27,121,VISA,1138017656699103
618644012264250889,05/26,107,VISA,2033842581498313
349333467291431549,05/26,894,MASTERCARD,7197101967771917
635489747720389342,05/28,875,VISA,9630002511182408
647702528543256128,05/27,694,MASTERCARD,4626754426744436
716997877393264168,05/28,594,MASTERCARD,4123189702044889
463882577435995800,05/27,179,MASTERCARD,4449176347345532
684580829785379463,05/26,787,VISA,3214229005274498
639044479325133586,05/26,225,VISA,8186529050099575
600837594665248704,05/28,712,VISA,7559394183268282
856039991309122493,05/27,260,MASTERCARD,7559394183268283
765255902704826981,05/28,252,MASTERCARD,7559394183268284
172981672580492217,05/27,760,VISA,7559394183268285
999495891094130146,05/26,138,MASTERCARD,7559394183268286
591367385632568736,05/26,972,MASTERCARD,7559394183268287
803909658963355875,05/28,810,MASTERCARD,7559394183268288
685194407610438067,05/27,330,VISA,7559394183268289
411482588665541494,05/28,872,VISA,7559394183268290
752234140289875047,05/27,455,VISA,7559394183268291
195726087404203553,05/26,692,VISA,9051196694435208
406877226559561263,05/26,960,MASTERCARD,8913623535538106
401865747653493876,05/28,716,VISA,6888089983930942
531294240020511999,05/27,372,VISA,3753214632057597
910478350947718115,05/28,441,VISA,5484506046304082
247583137474641195,05/27,732,MASTERCARD,3689510513256527
463911925679049046,05/26,663,VISA,2939536469648108
176523206097351732,05/26,425,MASTERCARD,4603717449349813
053875853265671943,05/28,293,MASTERCARD,8532908413278971
536168106463651547,05/27,643,VISA,4373777915158403
208799199293446068,05/28,942,VISA,3792914269887036
416115775935282243,05/27,573,VISA,9932962940596502
500838722709920898,05/26,498,MASTERCARD,9400120062671032
884557348510470805,05/26,983,MASTERCARD,1275400735716511
666793267469153682,05/28,256,VISA,4512280330893531
117073044092247926,05/27,561,VISA,8311530386992382
790587883794058385,05/28,273,MASTERCARD,8311530386992383
945929674524845788,05/27,381,VISA,5971747658619696
067891083498373305,05/26,302,VISA,4296985399888675
553365291609930345,05/26,408,VISA,5029064858291786
695536729452742000,05/28,903,MASTERCARD,2907972321778137
759338750279155274,05/27,562,VISA,2907972321778138
245699654002195733,05/28,404,MASTERCARD,1717944481057088
016083163615063341,05/27,671,MASTERCARD,2167034333349762
017164258179502055,05/26,958,VISA,7782616601135508
965749796351378727,05/26,502,VISA,7782616601135509
715789983096202802,05/28,387,VISA,7782616601135510
741359259406966229,05/27,209,MASTERCARD,7782616601135511
154155942972343805,05/28,267,MASTERCARD,7782616601135512
153485540834819228,05/27,178,VISA,7782616601135513
029088292593102261,05/26,347,MASTERCARD,7782616601135514
371234863130968414,05/26,325,MASTERCARD,7782616601135515
791406683145546467,05/28,590,MASTERCARD,7782616601135516
573927971934984757,05/27,334,VISA,7782616601135517
334002029109821952,05/28,441,VISA,7782616601135518
248263733758749840,05/27,698,VISA,7782616601135519
260568120438113049,05/26,830,MASTERCARD,7782616601135520
159146812902080102,05/26,555,VISA,7782616601135521
121044506010929635,05/28,721,MASTERCARD,7782616601135522
322200036078408554,05/27,825,MASTERCARD,7782616601135523
595128910552494376,05/28,659,MASTERCARD,7782616601135524
092804801765709742,05/27,646,VISA,7782616601135525
966988533575997760,05/26,190,VISA,7782616601135526
236443741625134155,05/26,151,VISA,7782616601135527
452417875785138410,05/28,890,MASTERCARD,7782616601135528
062710761698101445,05/27,255,MASTERCARD,7782616601135529
352944099591900141,05/28,173,VISA,7782616601135530
452050951979653125,05/27,637,MASTERCARD,7782616601135531
464572609577930853,05/26,534,MASTERCARD,4734233495007076
386776793481416862,05/26,342,MASTERCARD,2056033653879828
970219155914290518,05/28,141,VISA,5485215712800892
761857246368967352,05/27,242,VISA,6949200303500554
045544178341789821,05/28,640,VISA,6949200303500555
122649660722229940,05/27,445,VISA,6949200303500556
369777599753870933,05/26,822,MASTERCARD,6949200303500557
307453463656091210,05/26,466,VISA,6949200303500558
745792315136057850,05/28,139,VISA,6949200303500559
640922702920260658,05/27,834,VISA,6949200303500560
164496974693060204,05/28,127,MASTERCARD,6949200303500561
030186747531070235,05/27,596,VISA,6949200303500562
916238548336564982,05/26,688,MASTERCARD,6949200303500563
549421280146188137,05/26,328,MASTERCARD,6949200303500564
503495294553845749,05/28,865,VISA,6949200303500565
921258041284498291,05/27,719,VISA,6949200303500566
120325853632211283,05/28,665,VISA,6949200303500567
709912173193017438,05/27,727,MASTERCARD,6949200303500568
280966940728473879,05/26,748,MASTERCARD,6949200303500569
796588771620499043,05/26,850,VISA,6949200303500570
727500302215331846,05/28,328,VISA,6949200303500571
731869518890335212,05/27,652,MASTERCARD,3640719635767016
903113055182491370,05/28,882,VISA,5178700952223542
713677070501484127,05/27,779,VISA,5930960922323028
203206026501769652,05/26,798,VISA,9762866990105324
125447312314869496,05/26,177,MASTERCARD,2239024285296373
647488822321800026,05/28,932,VISA,4468535840297265
386092192839428290,05/27,925,MASTERCARD,4519085207023518
082871281084016118,05/28,127,MASTERCARD,7744496884126416
270226222048213523,05/27,415,VISA,5428443651636155
982302340400816420,05/26,428,VISA,3106651995433003
404833467401657752,05/26,843,VISA,1751262417718805
781263381849719298,05/28,882,MASTERCARD,6037403785557825
727917193217732744,05/27,590,MASTERCARD,4853741014300966
886150459914940603,05/28,136,VISA,9026707915014644
977410221710220761,05/27,333,MASTERCARD,6687134076083245
222149457831226138,05/26,159,MASTERCARD,5589025497439939
908937698178000912,05/26,287,MASTERCARD,1370899256217614
067876078076475137,05/28,227,VISA,7238783004226015
816837009003075351,05/27,126,VISA,3753262834136143
623188725796985268,05/28,316,VISA,4676553885179308
207448052685199831,05/27,484,MASTERCARD,1309135510723428
442045215951057475,05/26,706,VISA,9112114279578784
241488317203048187,05/26,474,MASTERCARD,6571300499355873
520366632648142526,05/28,838,MASTERCARD,5491765647699031
944875392502153719,05/27,600,MASTERCARD,2464378599532121
367809817032069666,05/28,480,VISA,8202354126004736
778973949484736520,05/27,974,VISA,9805919318450812
258459794181249889,05/26,444,VISA,9805919318450813
002277221489064917,05/26,171,MASTERCARD,9805919318450814
424436099836340763,05/28,955,MASTERCARD,9805919318450815
060875392980129798,05/27,155,VISA,9805919318450816
850858856024282809,05/28,800,MASTERCARD,9805919318450817
636096785520639680,05/27,815,MASTERCARD,9805919318450818
743338029336403031,05/26,312,MASTERCARD,9805919318450819
496007539941582461,05/26,733,VISA,9805919318450820
194565587742977571,05/28,808,VISA,9805919318450821
930954687830866748,05/27,644,VISA,9805919318450822
128431125397940865,05/28,970,VISA,9805919318450823
825849411321564038,05/27,421,MASTERCARD,9805919318450824
233815537068768637,05/26,762,VISA,3186334560359597
682020377876697039,05/26,512,VISA,4644423067039555
024950205325870066,05/28,765,VISA,3211392304853117
731062234242303199,05/27,771,MASTERCARD,2502864727497997
544921041916839158,05/28,291,VISA,6496357534311206
970014184221351473,05/27,637,MASTERCARD,8369780615710125
716906540401648380,05/26,221,MASTERCARD,5858711960649141
535118379151280664,05/26,757,VISA,7083906611132259
763624082608410741,05/28,184,VISA,9828797666763988
679087261005772919,05/27,811,VISA,7303181417567858
112869405562926506,05/28,844,MASTERCARD,7575981444984506
121302718274854945,05/27,752,MASTERCARD,9265720485813624
519873894440462527,05/26,857,VISA,1929019882530785
580167124464694498,05/26,991,VISA,6595755801158978
321211557661102417,05/28,436,MASTERCARD,9318195306533537
310685027991913660,05/27,968,VISA,9318195306533538
804858258608859071,05/28,130,VISA,9318195306533539
911400809620652237,05/27,556,VISA,9318195306533540
858187448788198686,05/26,746,MASTERCARD,9318195306533541
343973243503045356,05/26,391,VISA,9318195306533542
851249063750141940,05/28,466,MASTERCARD,9318195306533543
375331578373554646,05/27,614,MASTERCARD,9318195306533544
759365198952540347,05/28,816,VISA,9318195306533545
611235569925338674,05/27,822,VISA,9318195306533546
